Tag Name,json Object ID,Data Type,Respect Data Type,Client Access,comment
View_TagName.F1FBOFD1_HVAVA_VH_003_TE00A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_VH_003_TE00A,,,,F1FBOFD1_HVAVA_VH_003_TE00A
View_TagName.F1FBOFD1_HVAVA_VH_004_TE00A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_VH_004_TE00A,,,,F1FBOFD1_HVAVA_VH_004_TE00A
View_TagName.F1FBOFD1_HVAVA_VV_001_TE00A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_VV_001_TE00A,,,,F1FBOFD1_HVAVA_VV_001_TE00A
View_TagName.F1FBOFD1_HVAVA_VV_002_TE00A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_VV_002_TE00A,,,,F1FBOFD1_HVAVA_VV_002_TE00A
View_TagName.F1FBOFD1_HVAVA_VV_003_TE00A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_VV_003_TE00A,,,,F1FBOFD1_HVAVA_VV_003_TE00A
View_TagName.F1FBOFD1_HVAVA_VV_004_TE00A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_VV_004_TE00A,,,,F1FBOFD1_HVAVA_VV_004_TE00A
View_TagName.F1FBOFD2_HVAVA_VH_002_TE00A,Channel2.Device1.View_TagName.F1FBOFD2_HVAVA_VH_002_TE00A,,,,F1FBOFD2_HVAVA_VH_002_TE00A
View_TagName.F1FBOFD2_HVAVA_VV_003_TE00A,Channel2.Device1.View_TagName.F1FBOFD2_HVAVA_VV_003_TE00A,,,,F1FBOFD2_HVAVA_VV_003_TE00A
View_TagName.F1FBOFD2_HVAVA_VV_004_TE00A,Channel2.Device1.View_TagName.F1FBOFD2_HVAVA_VV_004_TE00A,,,,F1FBOFD2_HVAVA_VV_004_TE00A
View_TagName.F1FBOFD2_HVAVA_VV_005_TE00A,Channel2.Device1.View_TagName.F1FBOFD2_HVAVA_VV_005_TE00A,,,,F1FBOFD2_HVAVA_VV_005_TE00A
View_TagName.F1FBOFE1_HVAVA_VH_001_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VH_001_TE00A,,,,F1FBOFE1_HVAVA_VH_001_TE00A
View_TagName.F1FBOFE1_HVAVA_VV_001_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VV_001_TE00A,,,,F1FBOFE1_HVAVA_VV_001_TE00A
View_TagName.F1FBOFE1_HVAVA_VV_002_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VV_002_TE00A,,,,F1FBOFE1_HVAVA_VV_002_TE00A
View_TagName.F1FBOFE1_HVAVA_VV_003_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VV_003_TE00A,,,,F1FBOFE1_HVAVA_VV_003_TE00A
View_TagName.F1FBOFE1_HVAVA_VV_004_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VV_004_TE00A,,,,F1FBOFE1_HVAVA_VV_004_TE00A
View_TagName.F1FBOFE1_HVAVA_VV_005_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VV_005_TE00A,,,,F1FBOFE1_HVAVA_VV_005_TE00A
View_TagName.F1FBOFE1_HVAVA_VV_006_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VV_006_TE00A,,,,F1FBOFE1_HVAVA_VV_006_TE00A
View_TagName.F1FBOFE1_HVAVA_VV_007_TE00A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_VV_007_TE00A,,,,F1FBOFE1_HVAVA_VV_007_TE00A
View_TagName.F1FBOFE2_HVAVA_VH_001_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VH_001_TE00A,,,,F1FBOFE2_HVAVA_VH_001_TE00A
View_TagName.F1FBOFE2_HVAVA_VH_002_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VH_002_TE00A,,,,F1FBOFE2_HVAVA_VH_002_TE00A
View_TagName.F1FBOFE2_HVAVA_VH_003_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VH_003_TE00A,,,,F1FBOFE2_HVAVA_VH_003_TE00A
View_TagName.F1FBOFE2_HVAVA_VH_004_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VH_004_TE00A,,,,F1FBOFE2_HVAVA_VH_004_TE00A
View_TagName.F1FBOFE2_HVAVA_VH_005_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VH_005_TE00A,,,,F1FBOFE2_HVAVA_VH_005_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_001_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_001_TE00A,,,,F1FBOFE2_HVAVA_VV_001_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_002_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_002_TE00A,,,,F1FBOFE2_HVAVA_VV_002_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_003_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_003_TE00A,,,,F1FBOFE2_HVAVA_VV_003_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_004_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_004_TE00A,,,,F1FBOFE2_HVAVA_VV_004_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_005_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_005_TE00A,,,,F1FBOFE2_HVAVA_VV_005_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_006_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_006_TE00A,,,,F1FBOFE2_HVAVA_VV_006_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_007_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_007_TE00A,,,,F1FBOFE2_HVAVA_VV_007_TE00A
View_TagName.F1FBOFE2_HVAVA_VV_008_TE00A,Channel2.Device1.View_TagName.F1FBOFE2_HVAVA_VV_008_TE00A,,,,F1FBOFE2_HVAVA_VV_008_TE00A
View_TagName.F1FBOFB1_HVAVA_CU_002_TT10A,Channel2.Device1.View_TagName.F1FBOFB1_HVAVA_CU_002_TT10A,,,,F1FBOFB1_HVAVA_CU_002_TT10A
View_TagName.F1FBOFD1_HVAVA_CU_001_TT10A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_CU_001_TT10A,,,,F1FBOFD1_HVAVA_CU_001_TT10A
View_TagName.F1FBOFD1_HVAVA_CU_002_TT10A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_CU_002_TT10A,,,,F1FBOFD1_HVAVA_CU_002_TT10A
View_TagName.F1FBOFD1_HVAVA_CU_003_TT10A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_CU_003_TT10A,,,,F1FBOFD1_HVAVA_CU_003_TT10A
View_TagName.F1FBOFD1_HVAVA_CU_004_TT10A,Channel2.Device1.View_TagName.F1FBOFD1_HVAVA_CU_004_TT10A,,,,F1FBOFD1_HVAVA_CU_004_TT10A
View_TagName.F1FBOFE1_HVAVA_CU_001_TT10A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_CU_001_TT10A,,,,F1FBOFE1_HVAVA_CU_001_TT10A
View_TagName.F1FBOFE1_HVAVA_CU_002_TT10A,Channel2.Device1.View_TagName.F1FBOFE1_HVAVA_CU_002_TT10A,,,,F1FBOFE1_HVAVA_CU_002_TT10A
View_TagName.F1FBOFA1_MRAIR_AH_001_IS10E,Channel2.Device1.View_TagName.F1FBOFA1_MRAIR_AH_001_IS10E,,,,F1FBOFA1_MRAIR_AH_001_IS10E
View_TagName.F1FBOFA1_MRAIR_AH_001_TT10A,Channel2.Device1.View_TagName.F1FBOFA1_MRAIR_AH_001_TT10A,,,,F1FBOFA1_MRAIR_AH_001_TT10A
View_TagName.F1FBOFC1_MRAIR_AH_001_IS10E,Channel2.Device1.View_TagName.F1FBOFC1_MRAIR_AH_001_IS10E,,,,F1FBOFC1_MRAIR_AH_001_IS10E
View_TagName.F1FBOFC1_MRAIR_AH_001_TT10A,Channel2.Device1.View_TagName.F1FBOFC1_MRAIR_AH_001_TT10A,,,,F1FBOFC1_MRAIR_AH_001_TT10A
View_TagName.F1FBOFC1_MCRAC_CR_001_TT10A,Channel2.Device1.View_TagName.F1FBOFC1_MCRAC_CR_001_TT10A,,,,F1FBOFC1_MCRAC_CR_001_TT10A
View_TagName.F1FBOFC1_MCRAC_CR_001_R,Channel2.Device1.View_TagName.F1FBOFC1_MCRAC_CR_001_R,,,,F1FBOFC1_MCRAC_CR_001_R
View_TagName.F1FBOFE1_MCRAC_CR_001_TT10A,Channel2.Device1.View_TagName.F1FBOFE1_MCRAC_CR_001_TT10A,,,,F1FBOFE1_MCRAC_CR_001_TT10A
View_TagName.F1FBOFE1_MCRAC_CR_001_R,Channel2.Device1.View_TagName.F1FBOFE1_MCRAC_CR_001_R,,,,F1FBOFE1_MCRAC_CR_001_R
View_TagName.F1FBOFEF_MCRAC_CR_001_TT11A,Channel2.Device1.View_TagName.F1FBOFEF_MCRAC_CR_001_TT11A,,,,F1FBOFEF_MCRAC_CR_001_TT11A
View_TagName.F1FBOFEF_MCRAC_CR_001_R,Channel2.Device1.View_TagName.F1FBOFEF_MCRAC_CR_001_R,,,,F1FBOFEF_MCRAC_CR_001_R
View_TagName.F1FBOFEF_MCRAC_CR_002_TT11A,Channel2.Device1.View_TagName.F1FBOFEF_MCRAC_CR_002_TT11A,,,,F1FBOFEF_MCRAC_CR_002_TT11A
View_TagName.F1FBOFEF_MCRAC_CR_002_R,Channel2.Device1.View_TagName.F1FBOFEF_MCRAC_CR_002_R,,,,F1FBOFEF_MCRAC_CR_002_R
View_TagName.F1FBOFEF_MCRAC_CR_003_TT11A,Channel2.Device1.View_TagName.F1FBOFEF_MCRAC_CR_003_TT11A,,,,F1FBOFEF_MCRAC_CR_003_TT11A
View_TagName.F1FBOFEF_MCRAC_CR_003_R,Channel2.Device1.View_TagName.F1FBOFEF_MCRAC_CR_003_R,,,,F1FBOFEF_MCRAC_CR_003_R
View_TagName.F1FBSBH1_MCRAC_CR_001_TT10A,Channel2.Device1.View_TagName.F1FBSBH1_MCRAC_CR_001_TT10A,,,,F1FBSBH1_MCRAC_CR_001_TT10A
View_TagName.F1FBSBH1_MCRAC_CR_001_R,Channel2.Device1.View_TagName.F1FBSBH1_MCRAC_CR_001_R,,,,F1FBSBH1_MCRAC_CR_001_R
View_TagName.F1FBSBHM_MRAIR_AH_001 _FN20A_T,Channel2.Device1.View_TagName.F1FBSBHM_MRAIR_AH_001 _FN20A_T,,,,F1FBSBHM_MRAIR_AH_001 _FN20A_T
View_TagName.F1FBSBHM_MRAIR_AH_001 _FN20A_R,Channel2.Device1.View_TagName.F1FBSBHM_MRAIR_AH_001 _FN20A_R,,,,F1FBSBHM_MRAIR_AH_001 _FN20A_R
View_TagName.F1FBSBHM_MRAIR_AH_001 _TT10A,Channel2.Device1.View_TagName.F1FBSBHM_MRAIR_AH_001 _TT10A,,,,F1FBSBHM_MRAIR_AH_001 _TT10A
View_TagName.F1FBSBHM_MRAIR_AH_002 _FN60A_T,Channel2.Device1.View_TagName.F1FBSBHM_MRAIR_AH_002 _FN60A_T,,,,F1FBSBHM_MRAIR_AH_002 _FN60A_T
View_TagName.F1FBSBHM_MRAIR_AH_002 _FN60A_R,Channel2.Device1.View_TagName.F1FBSBHM_MRAIR_AH_002 _FN60A_R,,,,F1FBSBHM_MRAIR_AH_002 _FN60A_R
View_TagName.F1FBSBHM_MRAIR_AH_002_HD_T,Channel2.Device1.View_TagName.F1FBSBHM_MRAIR_AH_002_HD_T,,,,F1FBSBHM_MRAIR_AH_002_HD_T
View_TagName.F1FBSBHM_MRAIR_AH_002 _TT01A,Channel2.Device1.View_TagName.F1FBSBHM_MRAIR_AH_002 _TT01A,,,,F1FBSBHM_MRAIR_AH_002 _TT01A
View_TagName.F1FBOFA2_MRAIR_AH_001FN60A_T,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001FN60A_T,,,,F1FBOFA2_MRAIR_AH_001FN60A_T
View_TagName.F1FBOFA2_MRAIR_AH_001FN60A_R,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001FN60A_R,,,,F1FBOFA2_MRAIR_AH_001FN60A_R
View_TagName.F1FBOFA2_MRAIR_AH_001FN90A_T,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001FN90A_T,,,,F1FBOFA2_MRAIR_AH_001FN90A_T
View_TagName.F1FBOFA2_MRAIR_AH_001FN90A_R,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001FN90A_R,,,,F1FBOFA2_MRAIR_AH_001FN90A_R
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90A,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90A,,,,F1FBOFA2_MRAIR_AH_001_AT90A
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90B,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90B,,,,F1FBOFA2_MRAIR_AH_001_AT90B
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90C,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90C,,,,F1FBOFA2_MRAIR_AH_001_AT90C
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90D,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90D,,,,F1FBOFA2_MRAIR_AH_001_AT90D
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90E,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90E,,,,F1FBOFA2_MRAIR_AH_001_AT90E
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90F,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90F,,,,F1FBOFA2_MRAIR_AH_001_AT90F
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90G,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90G,,,,F1FBOFA2_MRAIR_AH_001_AT90G
View_TagName.F1FBOFA2_MRAIR_AH_001_AT90H,Channel2.Device1.View_TagName.F1FBOFA2_MRAIR_AH_001_AT90H,,,,F1FBOFA2_MRAIR_AH_001_AT90H
View_TagName.F1FBOFB2_MRAIR_AH_001FN60A_T,Channel2.Device1.View_TagName.F1FBOFB2_MRAIR_AH_001FN60A_T,,,,F1FBOFB2_MRAIR_AH_001FN60A_T
View_TagName.F1FBOFB2_MRAIR_AH_001FN60A_R,Channel2.Device1.View_TagName.F1FBOFB2_MRAIR_AH_001FN60A_R,,,,F1FBOFB2_MRAIR_AH_001FN60A_R
View_TagName.F1FBOFB2_MRAIR_AH_001FN90A_T,Channel2.Device1.View_TagName.F1FBOFB2_MRAIR_AH_001FN90A_T,,,,F1FBOFB2_MRAIR_AH_001FN90A_T
View_TagName.F1FBOFB2_MRAIR_AH_001FN90A_R,Channel2.Device1.View_TagName.F1FBOFB2_MRAIR_AH_001FN90A_R,,,,F1FBOFB2_MRAIR_AH_001FN90A_R
View_TagName.F1FBOFC2_MRAIR_AH_001FN60A_T,Channel2.Device1.View_TagName.F1FBOFC2_MRAIR_AH_001FN60A_T,,,,F1FBOFC2_MRAIR_AH_001FN60A_T
View_TagName.F1FBOFC2_MRAIR_AH_001FN60A_R,Channel2.Device1.View_TagName.F1FBOFC2_MRAIR_AH_001FN60A_R,,,,F1FBOFC2_MRAIR_AH_001FN60A_R
View_TagName.F1FBOFC2_MRAIR_AH_001FN90A_T,Channel2.Device1.View_TagName.F1FBOFC2_MRAIR_AH_001FN90A_T,,,,F1FBOFC2_MRAIR_AH_001FN90A_T
View_TagName.F1FBOFC2_MRAIR_AH_001FN90A_R,Channel2.Device1.View_TagName.F1FBOFC2_MRAIR_AH_001FN90A_R,,,,F1FBOFC2_MRAIR_AH_001FN90A_R
View_TagName.F1FBOFE2_MRAIR_AH_001FN60A_T,Channel2.Device1.View_TagName.F1FBOFE2_MRAIR_AH_001FN60A_T,,,,F1FBOFE2_MRAIR_AH_001FN60A_T
View_TagName.F1FBOFE2_MRAIR_AH_001FN60A_R,Channel2.Device1.View_TagName.F1FBOFE2_MRAIR_AH_001FN60A_R,,,,F1FBOFE2_MRAIR_AH_001FN60A_R
View_TagName.F1FBOFE2_MRAIR_AH_001FN90A_T,Channel2.Device1.View_TagName.F1FBOFE2_MRAIR_AH_001FN90A_T,,,,F1FBOFE2_MRAIR_AH_001FN90A_T
View_TagName.F1FBOFE2_MRAIR_AH_001FN90A_R,Channel2.Device1.View_TagName.F1FBOFE2_MRAIR_AH_001FN90A_R,,,,F1FBOFE2_MRAIR_AH_001FN90A_R
View_TagName.F1B1OFB1_WDCLD_PP_001_T,Channel2.Device1.View_TagName.F1B1OFB1_WDCLD_PP_001_T,,,,F1B1OFB1_WDCLD_PP_001_T
View_TagName.F1B1OFB1_WDCLD_PP_001_R,Channel2.Device1.View_TagName.F1B1OFB1_WDCLD_PP_001_R,,,,F1B1OFB1_WDCLD_PP_001_R
View_TagName.F1B1OFB1_WDCLD_PP_001_FIT03A,Channel2.Device1.View_TagName.F1B1OFB1_WDCLD_PP_001_FIT03A,,,,F1B1OFB1_WDCLD_PP_001_FIT03A
View_TagName.F1B1OFB1_WDCLD_PP_001_PIT01A,Channel2.Device1.View_TagName.F1B1OFB1_WDCLD_PP_001_PIT01A,,,,F1B1OFB1_WDCLD_PP_001_PIT01A
View_TagName.F1FBOFB1_WDHWR_PP_002_T,Channel2.Device1.View_TagName.F1FBOFB1_WDHWR_PP_002_T,,,,F1FBOFB1_WDHWR_PP_002_T
View_TagName.F1FBOFB1_WDHWR_PP_002_R,Channel2.Device1.View_TagName.F1FBOFB1_WDHWR_PP_002_R,,,,F1FBOFB1_WDHWR_PP_002_R
View_TagName.F1FBOFB1_WDHWR_PP_002_TIT02A,Channel2.Device1.View_TagName.F1FBOFB1_WDHWR_PP_002_TIT02A,,,,F1FBOFB1_WDHWR_PP_002_TIT02A
View_TagName.F1FBSBH1_WHWOO_BR_001_R,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_BR_001_R,,,,F1FBSBH1_WHWOO_BR_001_R
View_TagName.F1FBSBH1_WHWOO_BR_002_R,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_BR_002_R,,,,F1FBSBH1_WHWOO_BR_002_R
View_TagName.F1FBSBH1_WHWOO_BR_003_R,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_BR_003_R,,,,F1FBSBH1_WHWOO_BR_003_R
View_TagName.F1FBSBH1_WHWOO_BR_004_R,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_BR_004_R,,,,F1FBSBH1_WHWOO_BR_004_R
View_TagName.F1FBSBH1_WHWOO_PP_000_FT10A,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_PP_000_FT10A,,,,F1FBSBH1_WHWOO_PP_000_FT10A
View_TagName.F1FBSBH1_WHWOO_PP_000_FT90A,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_PP_000_FT90A,,,,F1FBSBH1_WHWOO_PP_000_FT90A
View_TagName.F1FBSBH1_WHWOO_PP_000_FT95A,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_PP_000_FT95A,,,,F1FBSBH1_WHWOO_PP_000_FT95A
View_TagName.F1FBSBH1_WHWOO_PP_000_TT10A,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_PP_000_TT10A,,,,F1FBSBH1_WHWOO_PP_000_TT10A
View_TagName.F1FBSBH1_WHWOO_PP_000_TT90A,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_PP_000_TT90A,,,,F1FBSBH1_WHWOO_PP_000_TT90A
View_TagName.F1FBSBH1_WHWOO_PP_000_TT95A,Channel2.Device1.View_TagName.F1FBSBH1_WHWOO_PP_000_TT95A,,,,F1FBSBH1_WHWOO_PP_000_TT95A
View_TagName.F1FBSBH1_WLTCW_CH_001_T,Channel2.Device1.View_TagName.F1FBSBH1_WLTCW_CH_001_T,,,,F1FBSBH1_WLTCW_CH_001_T
View_TagName.F1FBSBH1_WLTCW_CH_001_R,Channel2.Device1.View_TagName.F1FBSBH1_WLTCW_CH_001_R,,,,F1FBSBH1_WLTCW_CH_001_R
View_TagName.F1FBSBH1_WLTCW_CH_002_T,Channel2.Device1.View_TagName.F1FBSBH1_WLTCW_CH_002_T,,,,F1FBSBH1_WLTCW_CH_002_T
View_TagName.F1FBSBH1_WLTCW_CH_002_R,Channel2.Device1.View_TagName.F1FBSBH1_WLTCW_CH_002_R,,,,F1FBSBH1_WLTCW_CH_002_R
View_TagName.F1FBSBH1_WLTCW_00_000_QS01A,Channel2.Device1.View_TagName.F1FBSBH1_WLTCW_00_000_QS01A,,,,F1FBSBH1_WLTCW_00_000_QS01A
